id | url | detected_activity | severity | timestamp
162 | http://deep6xcum3vvf3h2ri3pq5eclhpbuqcjnfvoyvwukibg3flw62sigeqd.onion/de/produkt/buy-cocaine-online/ | dark web marketplace | Medium | 2024-12-09 15:54:22
163 | http://nbobkxkltuvsids46cys26trmnaltlnfi5glpvri35gcunbsjey4ozad.onion/?product_tag=cocaine | carding | High | 2024-12-09 15:54:38
164 | http://zkpckszx6szikw6wr524oltewzaipjkxq75ychehlifsidcosgaqkbqd.onion/?product_tag=crack-cocaine | cocaine | High | 2024-12-09 15:55:45
165 | http://charlyuk44uokn7ynqzpyb6xonno2timmohlvdpcure7jmkspy5af5ad.onion/charlieUK0.7g.html | cocaine | High | 2024-12-09 15:56:26
166 | http://fairxpo224mgv3evatevnso5hj7vfxxwqueydcujwb6yljelk3s2afqd.onion/index.php/product-tag/drugs/ | carding | High | 2024-12-13 11:12:20
167 | http://deeeplku2m7oenuqb2qizqnuril7e3xrrxvsa7tijv2btheqtws4qbyd.onion/index.php/product-category/hard-drugs/page/2/ | ecstasy | High | 2024-12-13 11:13:08
168 | http://drugey77ff24c3p7lqglddisyayicgbgf4hbz4sw3iovqn42agl6f7id.onion/tag/stimulant-drugs/ | fentanyl | High | 2024-12-13 11:14:16
169 | http://hack7tqks2zzsih4t36r54jacxiwhwo7rzpvfviiiznjfx7kv5mtarid.onion/?product_cat=your-secure-marketplace-for-drugs-cocaine-ecstasy-lsd-meth-cannabis-buy-marijuana | carding | High | 2024-12-13 11:14:58
170 | http://drug3ttuwdtr7g2xdimbv6it5cpj2cyqjlmj4tp4rx7z4qatpv3232ad.onion/product-category/buy-drugs/page/2/ | fentanyl | High | 2024-12-13 11:18:55
171 | http://drug3ttuwdtr7g2xdimbv6it5cpj2cyqjlmj4tp4rx7z4qatpv3232ad.onion/product-category/buy-drugs/page/2/ | fentanyl | High | 2024-12-16 10:30:36
172 | http://cardboxo3w7f34zybnxapc4gkusvixmmtyput2ab2ir6jgswriyvonyd.onion/index.php?page=index | data privacy | Low | 2024-12-16 10:39:15
173 | http://deeeplku2m7oenuqb2qizqnuril7e3xrrxvsa7tijv2btheqtws4qbyd.onion/index.php/product/buy-50-mcg-lsd-tablets-online-for-sale-lsd-tablets/ | ecstasy | High | 2024-12-16 10:39:46
